imagen,porcentaje_nubosidad,octa,clasificacion
2024-01010532.jpg,39.0,4,claro
2024-01010542.jpg,83.97,7,claro
2024-01010552.jpg,70.91,6,claro
2024-01010602.jpg,89.65,8,claro
2024-01010612.jpg,96.55,8,claro
2024-01010622.jpg,89.96,8,claro
2024-01010632.jpg,95.26,8,claro
2024-01010642.jpg,95.43,8,claro
2024-01010652.jpg,92.62,8,claro
2024-01010702.jpg,96.67,8,claro
2024-01010712.jpg,95.32,8,claro
2024-01010722.jpg,95.99,8,claro
2024-01010732.jpg,94.81,8,claro
2024-01010742.jpg,94.21,8,claro
2024-01010752.jpg,94.29,8,claro
2024-01010802.jpg,96.04,8,claro
2024-01010812.jpg,95.79,8,claro
2024-01010822.jpg,92.5,8,claro
2024-01010832.jpg,98.47,8,claro
2024-01010842.jpg,92.44,8,claro
2024-01010852.jpg,97.56,8,claro
2024-01010902.jpg,89.94,8,claro
2024-01010912.jpg,96.65,8,claro
2024-01010922.jpg,97.75,8,claro
2024-01010932.jpg,75.84,7,claro
2024-01010942.jpg,61.05,5,claro
2024-01010952.jpg,43.4,4,claro
2024-01011002.jpg,73.6,6,claro
2024-01011012.jpg,70.71,6,claro
2024-01011022.jpg,99.85,8,claro
2024-01011032.jpg,91.86,8,claro
2024-01011042.jpg,71.76,6,claro
2024-01011052.jpg,95.73,8,claro
2024-01011102.jpg,99.33,8,claro
2024-01011112.jpg,84.61,7,claro
2024-01011122.jpg,85.06,7,claro
2024-01011132.jpg,98.7,8,claro
2024-01011142.jpg,94.73,8,claro
2024-01011152.jpg,78.25,7,claro
2024-01011202.jpg,94.25,8,claro
2024-01011212.jpg,99.15,8,claro
2024-01011222.jpg,97.7,8,claro
2024-01011232.jpg,99.95,8,claro
2024-01011242.jpg,99.93,8,claro
2024-01011252.jpg,99.72,8,claro
2024-01011302.jpg,98.72,8,claro
2024-01011312.jpg,99.77,8,claro
2024-01011322.jpg,99.54,8,claro
2024-01011332.jpg,95.3,8,claro
2024-01011342.jpg,80.88,7,claro
2024-01011352.jpg,86.01,7,claro
2024-01011402.jpg,87.56,7,claro
2024-01011412.jpg,92.25,8,claro
2024-01011422.jpg,87.12,7,claro
2024-01011432.jpg,87.92,7,claro
2024-01011442.jpg,85.08,7,claro
2024-01011452.jpg,94.06,8,claro
2024-01011502.jpg,97.36,8,claro
2024-01011512.jpg,99.81,8,claro
2024-01011522.jpg,99.71,8,claro
2024-01011532.jpg,99.74,8,claro
2024-01011542.jpg,99.36,8,claro
2024-01011552.jpg,99.68,8,claro
2024-01011602.jpg,99.53,8,claro
2024-01011612.jpg,98.09,8,claro
2024-01011622.jpg,97.47,8,claro
2024-01011632.jpg,95.28,8,claro
2024-01011642.jpg,94.13,8,claro
2024-01011652.jpg,87.61,7,claro
2024-01011702.jpg,92.38,8,claro
2024-01011712.jpg,68.99,6,claro
2024-01011722.jpg,51.59,5,claro
2024-01011732.jpg,64.83,6,claro
2024-01011742.jpg,39.45,4,claro
2024-01011752.jpg,72.29,6,claro
2024-01011802.jpg,65.17,6,claro
2024-01011812.jpg,52.37,5,claro
2024-01011822.jpg,48.93,4,claro
2024-01011832.jpg,64.89,6,claro
2024-01011842.jpg,66.75,6,claro
2024-01011852.jpg,66.88,6,claro
2024-01011902.jpg,70.68,6,claro
2024-01011912.jpg,61.67,5,claro
2024-01011922.jpg,59.78,5,claro
2024-01011932.jpg,54.28,5,claro
2024-01011942.jpg,74.8,6,claro
2024-01011952.jpg,66.19,6,claro
2024-01012002.jpg,47.24,4,claro
2024-01012012.jpg,35.82,3,claro
2024-01012022.jpg,35.42,3,claro
2024-01012032.jpg,43.61,4,claro
2024-01012042.jpg,38.9,4,claro
2024-01012052.jpg,46.15,4,claro
2024-01012102.jpg,42.59,4,claro
2024-01012112.jpg,25.71,3,claro
2024-01012122.jpg,25.71,3,claro
2024-01012132.jpg,21.82,2,claro
2024-01012142.jpg,19.45,2,claro
2024-01012152.jpg,22.17,2,claro
2024-01012202.jpg,26.27,3,claro
2024-01012212.jpg,24.02,2,claro
2024-01012222.jpg,26.32,3,claro
2024-01020532.jpg,80.65,7,claro
2024-01020542.jpg,69.54,6,claro
2024-01020552.jpg,95.33,8,claro
2024-01020602.jpg,76.76,7,claro
2024-01020612.jpg,95.15,8,claro
2024-01020622.jpg,94.4,8,claro
2024-01020632.jpg,80.92,7,claro
2024-01020642.jpg,78.02,7,claro
2024-01020652.jpg,62.32,5,claro
2024-01020702.jpg,80.47,7,claro
2024-01020712.jpg,97.31,8,claro
2024-01020722.jpg,90.93,8,claro
2024-01020732.jpg,52.5,5,claro
2024-01020742.jpg,62.5,5,claro
2024-01020752.jpg,76.33,7,claro
2024-01020802.jpg,53.18,5,claro
2024-01020812.jpg,37.67,3,claro
2024-01020822.jpg,30.47,3,claro
2024-01020832.jpg,26.43,3,claro
2024-01020842.jpg,43.76,4,claro
2024-01020852.jpg,47.78,4,claro
2024-01020902.jpg,38.82,4,claro
2024-01020912.jpg,36.0,3,claro
2024-01020922.jpg,33.84,3,claro
2024-01020932.jpg,31.46,3,claro
2024-01020942.jpg,27.59,3,claro
2024-01020952.jpg,28.74,3,claro
2024-01021002.jpg,29.56,3,claro
2024-01021012.jpg,31.14,3,claro
2024-01021022.jpg,36.62,3,claro
2024-01021032.jpg,40.55,4,claro
2024-01021042.jpg,58.28,5,claro
2024-01021052.jpg,33.99,3,claro
2024-01021102.jpg,36.22,3,claro
2024-01021112.jpg,32.44,3,claro
2024-01021122.jpg,34.71,3,claro
2024-01021132.jpg,37.19,3,claro
2024-01021142.jpg,33.13,3,claro
2024-01021152.jpg,53.45,5,claro
2024-01021202.jpg,41.44,4,claro
2024-01021212.jpg,51.45,5,claro
2024-01021222.jpg,47.22,4,claro
2024-01021232.jpg,35.6,3,claro
2024-01021242.jpg,30.28,3,claro
2024-01021252.jpg,30.62,3,claro
2024-01021302.jpg,31.0,3,claro
2024-01021312.jpg,22.41,2,claro
2024-01021322.jpg,36.66,3,claro
2024-01021332.jpg,35.78,3,claro
2024-01021342.jpg,58.65,5,claro
2024-01021352.jpg,75.14,7,claro
2024-01021402.jpg,80.07,7,claro
2024-01021412.jpg,94.67,8,claro
2024-01021422.jpg,96.02,8,claro
2024-01021432.jpg,99.12,8,claro
2024-01021442.jpg,88.32,8,claro
2024-01021452.jpg,67.64,6,claro
2024-01021502.jpg,70.3,6,claro
2024-01021512.jpg,78.16,7,claro
2024-01021522.jpg,91.57,8,claro
2024-01021532.jpg,97.84,8,claro
2024-01021542.jpg,99.89,8,claro
2024-01021552.jpg,93.73,8,claro
2024-01021602.jpg,82.15,7,claro
2024-01021612.jpg,78.63,7,claro
2024-01021622.jpg,70.57,6,claro
2024-01021632.jpg,82.72,7,claro
2024-01021642.jpg,85.89,7,claro
2024-01021652.jpg,77.86,7,claro
2024-01021702.jpg,77.98,7,claro
2024-01021712.jpg,80.57,7,claro
2024-01021722.jpg,72.5,6,claro
2024-01021732.jpg,57.47,5,claro
2024-01021742.jpg,39.74,4,claro
2024-01021752.jpg,48.21,4,claro
2024-01021802.jpg,62.92,5,claro
2024-01021812.jpg,55.94,5,claro
2024-01021822.jpg,61.19,5,claro
2024-01021832.jpg,70.81,6,claro
2024-01021842.jpg,55.06,5,claro
2024-01021852.jpg,68.07,6,claro
2024-01021902.jpg,76.96,7,claro
2024-01021912.jpg,77.95,7,claro
2024-01021922.jpg,93.61,8,claro
2024-01021932.jpg,95.75,8,claro
2024-01021942.jpg,94.66,8,claro
2024-01021952.jpg,98.26,8,claro
2024-01022002.jpg,98.11,8,claro
2024-01022012.jpg,97.77,8,claro
2024-01022022.jpg,92.66,8,claro
2024-01022032.jpg,94.44,8,claro
2024-01022042.jpg,97.61,8,claro
2024-01022052.jpg,95.41,8,claro
2024-01022102.jpg,92.69,8,claro
2024-01022112.jpg,94.76,8,claro
2024-01022122.jpg,94.76,8,claro
2024-01022132.jpg,92.71,8,claro
2024-01022142.jpg,93.54,8,claro
2024-01022152.jpg,93.94,8,claro
2024-01022202.jpg,88.27,8,claro
2024-01022212.jpg,90.15,8,claro
2024-01022222.jpg,0.04,1,claro
2024-01030532.jpg,24.72,2,claro
2024-01030542.jpg,77.23,7,claro
2024-01030552.jpg,87.64,7,claro
2024-01030602.jpg,88.63,8,claro
2024-01030612.jpg,86.84,7,claro
2024-01030622.jpg,97.21,8,claro
2024-01030632.jpg,96.81,8,claro
2024-01030642.jpg,94.18,8,claro
2024-01030652.jpg,96.85,8,claro
2024-01030702.jpg,97.65,8,claro
2024-01030712.jpg,94.68,8,claro
2024-01030722.jpg,93.84,8,claro
2024-01030732.jpg,92.31,8,claro
2024-01030742.jpg,89.38,8,claro
2024-01030752.jpg,88.44,8,claro
2024-01030802.jpg,89.74,8,claro
2024-01030812.jpg,88.95,8,claro
2024-01030822.jpg,71.37,6,claro
2024-01030832.jpg,96.03,8,claro
2024-01030842.jpg,56.85,5,claro
2024-01030852.jpg,75.02,7,claro
2024-01030902.jpg,98.08,8,claro
2024-01030912.jpg,82.93,7,claro
2024-01030922.jpg,96.2,8,claro
2024-01030932.jpg,98.1,8,claro
2024-01030942.jpg,91.13,8,claro
2024-01030952.jpg,84.22,7,claro
2024-01031002.jpg,65.88,6,claro
2024-01031012.jpg,52.61,5,claro
2024-01031022.jpg,72.17,6,claro
2024-01031032.jpg,96.52,8,claro
2024-01031042.jpg,87.97,7,claro
2024-01031052.jpg,84.1,7,claro
2024-01031102.jpg,51.84,5,claro
2024-01031112.jpg,46.58,4,claro
2024-01031122.jpg,51.02,5,claro
2024-01031132.jpg,76.59,7,claro
2024-01031142.jpg,97.42,8,claro
2024-01031152.jpg,90.0,8,claro
